name,seasonal,style,keys,desc,abv,ibu,location,location_id
Best Bitter ,0,Ale,"Ale, Our flagship, best-selling English Bitter. A well balanced, copper coloured ale brewed with British Crystal malts and First Gold hops. Mash:2row, Crystal, Dark Crystal Hops:Nugget, First Gold, Progress, Aurora","Our flagship, best-selling English Bitter. A well balanced, copper coloured ale brewed with British Crystal malts and First Gold hops. Mash:2row, Crystal, Dark Crystal Hops:Nugget, First Gold, Progress, Aurora",4.2,27,Machine House Brewery,19
Nut Brown Ale,2,Ale,"Ale, An ale that reminds instantly us of cracking open a freshly baked loaf of pumpernickel bread before a holiday meal; this beer is dark amber in colour, medium bodied and has a crisp dry finish. Mash: Pale, Brown Malt, Hops: Nugget, WGV","An ale that reminds instantly us of cracking open a freshly baked loaf of pumpernickel bread before a holiday meal; this beer is dark amber in colour, medium bodied and has a crisp dry finish. Mash: Pale, Brown Malt, Hops: Nugget, WGV",5.5,30,Machine House Brewery,19
Bea’s Pale Bitter,2,Ale,"Ale, Inspired by pre-WW1 brewing recipes, this Pale Ale Bitter was brewed with Invert Sugar, Flaked Maize and hopped with East Kent Goldings and Czech Saaz. Wonderful noble hop character meets with subtle notes of apricot  Mash:Maris Otter, Flaked Maize, Invert Sugar #2 Hops: East Kent Goldings, Czech Saaz","Inspired by pre-WW1 brewing recipes, this Pale Ale Bitter was brewed with Invert Sugar, Flaked Maize and hopped with East Kent Goldings and Czech Saaz. Wonderful noble hop character meets with subtle notes of apricot  Mash:Maris Otter, Flaked Maize, Invert Sugar #2 Hops: East Kent Goldings, Czech Saaz",4.6,,Machine House Brewery,19
Barleywine,2,Barleywine,"Barleywine, Packed with rich dried fruit and caramel flavors with a nice velvety finish. It is dangerously smooth for a 10.5% ABV beer. Mash: Maris Otter, Crystal Hops: East Kent Goldings","Packed with rich dried fruit and caramel flavors with a nice velvety finish. It is dangerously smooth for a 10.5% ABV beer. Mash: Maris Otter, Crystal Hops: East Kent Goldings",10.5,15,Machine House Brewery,19
Cambridge Bitter,2,Bitter,"Bitter, Traditional Ordinary Bitter brewed with Golden Promise malt from Norfolk, England, and UK grown Progress hops. Mash: Golden Promise, Crystal Light Hops: Progress, Columbus","Traditional Ordinary Bitter brewed with Golden Promise malt from Norfolk, England, and UK grown Progress hops. Mash: Golden Promise, Crystal Light Hops: Progress, Columbus",3.8,38,Machine House Brewery,19
Totally Fuggled,2,English Bitter,"English Bitter, Sessionable English Bitter brewed with 100% UK grown Fuggles. We went full-on with this legendary British hop, with several hop additions and a big dry-hop to really bring out the intense herbal, floral aromas. British crystal malt and ale yeast create a malty, fruity base to balance the ale. Mash: Maris Otter, Caramalt, DRC, Acidulated Hops:Fuggles","Sessionable English Bitter brewed with 100% UK grown Fuggles. We went full-on with this legendary British hop, with several hop additions and a big dry-hop to really bring out the intense herbal, floral aromas. British crystal malt and ale yeast create a malty, fruity base to balance the ale. Mash: Maris Otter, Caramalt, DRC, Acidulated Hops:Fuggles",3.9,,Machine House Brewery,19
Normal People IPA,2,IPA,"IPA, American IPA brewed with Pale malt and Oats for a smooth body and puffy foam. Hopped intensely with Idaho7, Amarillo and NZ Taiheke to provide all kinds of citrus and tropical fruit aromas. Naturally keg-conditioned for draft service. Mash: 2row, Golden Naked Oats, Carahell, Acidulated Hops: Idaho7, NZ Taiheke, Amarillo, Simcoe","American IPA brewed with Pale malt and Oats for a smooth body and puffy foam. Hopped intensely with Idaho7, Amarillo and NZ Taiheke to provide all kinds of citrus and tropical fruit aromas. Naturally keg-conditioned for draft service. Mash: 2row, Golden Naked Oats, Carahell, Acidulated Hops: Idaho7, NZ Taiheke, Amarillo, Simcoe",6.8,,Machine House Brewery,19
Dark Mild,0,Session Ale,"Session Ale, A surprisingly light-bodied session ale with a rich roasted malt character. Incredible drinkable, the deliciously balanced chocolate and caramel malt character makes the Dark Mild a cult favorite. Mash:2row, Crystal, Dark Crystal, Chocolate Hops: Nugget, Progress, Goldings","A surprisingly light-bodied session ale with a rich roasted malt character. Incredible drinkable, the deliciously balanced chocolate and caramel malt character makes the Dark Mild a cult favorite. Mash:2row, Crystal, Dark Crystal, Chocolate Hops: Nugget, Progress, Goldings",3.7,20,Machine House Brewery,19
Spring Training,2,Ale,"Ale, This is what you’d call a SMASH beer - Single Malt (2row Pale) and Single Hop (Columbus).  Whether you’re a fan of the Cactus League or the Grapefruit League, this is an easy drinking beer perfect for getting reminiscing about when we had baseball. 2row pale, columbus, english ale","This is what you’d call a SMASH beer - Single Malt (2row Pale) and Single Hop (Columbus).  Whether you’re a fan of the Cactus League or the Grapefruit League, this is an easy drinking beer perfect for getting reminiscing about when we had baseball. 2row pale, columbus, english ale",4.6,,Georgetown Brewing Company,20
Gusto Crema,5,Coffee Ale,"Coffee Ale, Building on Gusto Crema blend, a medium roasted bean from our friends at Caffè Umbria, we made a smooth, rich cream ale. This beer has roasted flavor, aroma, and color from cold brew coffee. Smooth, rich mouthfeel comes from oats and Munich malt. Gold medal winner in the Coffee Beer category at the Great American Beer Festival in 2016! Contains lactose. 2row pale, munich, sterling, english ale","Building on Gusto Crema blend, a medium roasted bean from our friends at Caffè Umbria, we made a smooth, rich cream ale. This beer has roasted flavor, aroma, and color from cold brew coffee. Smooth, rich mouthfeel comes from oats and Munich malt. Gold medal winner in the Coffee Beer category at the Great American Beer Festival in 2016! Contains lactose. 2row pale, munich, sterling, english ale",4.5,,Georgetown Brewing Company,20
Warchild,5,Double IPA,"Double IPA, Warchild doesn't back off on the dankness at all. Seriously. Packed full of pungent tropical and herbal aromas and flavors, this IPA will slam your senses like the impact zone (surfing phrase!). Part of the Point Break series of IPAs. Columbus, Citra, Idaho7, Mosaic, strata, english ale.","Warchild doesn't back off on the dankness at all. Seriously. Packed full of pungent tropical and herbal aromas and flavors, this IPA will slam your senses like the impact zone (surfing phrase!). Part of the Point Break series of IPAs. Columbus, Citra, Idaho7, Mosaic, strata, english ale.",8.1,,Georgetown Brewing Company,20
Lucille IPA,0,IPA,"IPA, Floral, citrusy and awesome. Anything so innocent and built like that just gotta be named Lucille. 2row pale, caramel, columbus, centennial, simcoe, citra, comet, english ale","Floral, citrusy and awesome. Anything so innocent and built like that just gotta be named Lucille. 2row pale, caramel, columbus, centennial, simcoe, citra, comet, english ale",7,,Georgetown Brewing Company,20
Bodhizafa,0,IPA,"IPA, This IPA gets its light silky texture from rolled oats. The flavor and aroma both express mandarin and citrus all around. Over five pounds of hops per barrel makes this IPA truly Bodhilicious. Gold medal winner in the American Style IPA category at the Great American Beer Festival in 2016!",This IPA gets its light silky texture from rolled oats. The flavor and aroma both express mandarin and citrus all around. Over five pounds of hops per barrel makes this IPA truly Bodhilicious. Gold medal winner in the American Style IPA category at the Great American Beer Festival in 2016!,6.9,,Georgetown Brewing Company,20
May,5,IPA,"IPA, 2row pale, munich, white wheat, acidulated malt, colombus, citra, mosaic, idaho7, english ale.","2row pale, munich, white wheat, acidulated malt, colombus, citra, mosaic, idaho7, english ale.",6.7,,Georgetown Brewing Company,20
Juniorzafa,5,IPA,"IPA, Modeled after the Bodhizafa recipe, but brewed to be lighter, Juniorzafa still has the bright tropical aromas from the Citra, Mosaic and Chinook hops you love, but with a lower ABV. 2row pale, munich malt, citra, mosaic, chinook, english ale","Modeled after the Bodhizafa recipe, but brewed to be lighter, Juniorzafa still has the bright tropical aromas from the Citra, Mosaic and Chinook hops you love, but with a lower ABV. 2row pale, munich malt, citra, mosaic, chinook, english ale",4.8,,Georgetown Brewing Company,20
Get Me Two,5,IPA,"IPA, It's just a whole hot mess of Citra hops all over this place. 2row pale, munich malt, citra, english ale","It's just a whole hot mess of Citra hops all over this place. 2row pale, munich malt, citra, english ale",5.9,,Georgetown Brewing Company,20
Manny's Pale Ale,0,Pale Ale,"Pale Ale, A careful selection of Northwest hops, premium barley, and our unique yeast give this ale a rich and complex malty middle with a snappy hop finish. Crisp, clean and smooth with hints of citrus and fruit. 2row Pale, Caramel, Summit, Cascade, English Ale","A careful selection of Northwest hops, premium barley, and our unique yeast give this ale a rich and complex malty middle with a snappy hop finish. Crisp, clean and smooth with hints of citrus and fruit. 2row Pale, Caramel, Summit, Cascade, English Ale",5.4,,Georgetown Brewing Company,20
Johnny Utah,0,Pale Ale,"Pale Ale, With heavy grapefruit, citrus and resin in the nose, this light colored ale has minimal malt interference, giving the beer a clean finish without a cloying bitterness. Pronounced grapefruit and pine flavors with a faint verdant note. American-style Pale Ale gold medal winner at 2019 GABF. *cans are currently a limited run, 2row pale, munich 10L, citra, yeast ale","With heavy grapefruit, citrus and resin in the nose, this light colored ale has minimal malt interference, giving the beer a clean finish without a cloying bitterness. Pronounced grapefruit and pine flavors with a faint verdant note. American-style Pale Ale gold medal winner at 2019 GABF. *cans are currently a limited run, 2row pale, munich 10L, citra, yeast ale",5.6,,Georgetown Brewing Company,20
Roger's Pilsner,0,Pilsner,"Pilsner, Pilsner, 2row pale, sterling, bavarian lager, Oregon grown Sterling hops give this refreshing pilsner a spicy and earthy hop aroma. Malt character is accentuated by a Bavarian Lager Yeast that ferments dry but round and complex.","Pilsner, 2row pale, sterling, bavarian lager, Oregon grown Sterling hops give this refreshing pilsner a spicy and earthy hop aroma. Malt character is accentuated by a Bavarian Lager Yeast that ferments dry but round and complex.",4.9,,Georgetown Brewing Company,20
9LB Porter,0,Porter,"Porter, 2row pale, munich 10L, caramel, chocolate, roasted, black, summit, centennial, chinook, english ale, Brewed for our friends at the 9 Pound Hammer here in Georgetown, this is an exceptionally flavorful medium bodied porter. We use tons of Chocolate, Munich, and Roasted Malt, then blend it with Centennial, Summit and Chinook hops to create what we like to call Roasted Chocolaty Goodness. Mmm... porter. Buy it by the pint at the 9 Pound Hammer or come on in to our retail shop for growlers to go!","2row pale, munich 10L, caramel, chocolate, roasted, black, summit, centennial, chinook, english ale, Brewed for our friends at the 9 Pound Hammer here in Georgetown, this is an exceptionally flavorful medium bodied porter. We use tons of Chocolate, Munich, and Roasted Malt, then blend it with Centennial, Summit and Chinook hops to create what we like to call Roasted Chocolaty Goodness. Mmm... porter. Buy it by the pint at the 9 Pound Hammer or come on in to our retail shop for growlers to go!",6.4,,Georgetown Brewing Company,20
